INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
Да не будет между вами мужчины или женщины, или рода или колена, которых сердце уклонилось бы ныне от Господа Бога нашего, чтобы ходить служить богам тех народов; да не будет между вами корня, произращающего яд и <mark>полынь</mark>,	1				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	6c680023-89f8-418d-b1bf-cb73bfef1d11	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
говоря: аминь! благословение и слава, и <mark>премудрость</mark> и благодарение, и честь и сила и крепость Богу нашему вовеки веков! Аминь.	2				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	09f2822d-faa8-4260-8aac-e1fe2d415356	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
(43:20) когда Ты сокрушил нас в земле <mark>драконов</mark> и покрыл нас тенью смертною.	1				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	86df7a52-5b3a-4e90-b61d-da488cf049f2	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
Вы же, братия, не унывайте, делая <mark>добро</mark>.	2				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	db51ba0c-4dbf-44e3-b367-c40858115f13	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
Вол знает владетеля своего, и осел – <mark>ясли</mark> господина своего; а Израиль не знает Меня, народ Мой не разумеет.	3				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	fcf629f7-b941-4109-9580-2cd5e1243e9f	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
вот они за Иорданом, по дороге к захождению солнца, в земле Хананеев, живущих на <mark>равнине</mark>, против Галгала, близ дубравы Море.	2				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	790d1211-16c4-4dcf-b195-2c018a50576a	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
На высокой горе Израилевой посажу его, и пустит <mark>ветви</mark>, и принесет плод, и сделается величественным кедром, и будут обитать под ним всякие птицы, всякие пернатые будут обитать в тени ветвей его.	2				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	3052d15b-65e4-45b8-bf30-df339ccd7807	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
иноземцу отдавай в <mark>рост</mark>, а брату твоему не отдавай в рост, чтобы Господь Бог твой благословил тебя во всем, что делается руками твоими, на земле, в которую ты идешь, чтобы овладеть ею.	2				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	0ed8975a-f112-44de-8666-c12419dcf13e	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
Елисей же смотрел и воскликнул: отец мой, отец мой, колесница Израиля и <mark>конница</mark> его! И не видел его более. И схватил он одежды свои и разодрал их на две части.	2				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	d52539d7-abe2-49a9-8f50-a588cc40d5da	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
И третий Ангел последовал за ними, говоря громким голосом: кто поклоняется зверю и образу его и принимает начертание на <mark>чело</mark> свое, или на руку свою,	3				https://toloka.yandex.ru/task/28573363/0001b3feb3--61641960c554b733d3f67bb7	220a76d7-74d8-431f-a281-69f5ba1e268b	0001b3feb3--61641960c554b733d3f67bb7	437ebce9ca680061fb6e0f027f77e479	APPROVED
