INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
чтобы каждый отпустил на волю раба своего и рабу свою, <mark>Еврея</mark> и Евреянку, чтобы никто из них не держал в рабстве Иудея, брата своего.	2				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	3b0c72b0-ae90-4490-a710-6077625fe372	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
и возвращу плен Египта, и обратно приведу их в землю Пафрос, в землю <mark>происхождения</mark> их, и там они будут царством слабым.	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	743ef297-fb10-45fd-864a-ba603ea54fd6	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
И когда Моисей выходил к скинии, весь народ вставал, и становился каждый у <mark>входа</mark> в свой шатер и смотрел вслед Моисею, доколе он не входил в скинию.	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	80a28339-ee14-4903-a1c8-fa7b065116c2	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
Не желай им мира и <mark>благополучия</mark> во все дни твои, во веки.	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	d3c08579-3633-4217-9792-d2f32f0e8f11	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
Ниневия со времени <mark>существования</mark> своего была как пруд, полный водою, а они бегут. „Стойте, стойте!' Но никто не оглядывается.	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	165dbb85-b2a5-487f-a087-7ee2242eccaa	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
Ибо если я снова созидаю, что разрушил, то сам себя делаю <mark>преступником</mark>.	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	d2264865-56e5-4901-a2c6-cf30307b7b2b	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
(87:3) да внидет пред лице Твое молитва моя; приклони <mark>ухо</mark> Твое к молению моему,	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	808e34ee-d5bf-49f5-95be-ae871b8367dd	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
потому что под сенью ее то же, что под сенью серебра; но <mark>превосходство</mark> знания в том, что мудрость дает жизнь владеющему ею.	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	b79c262b-8675-45c9-8640-65a9f7960afb	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
Настал удобный день, когда Ирод, по случаю дня <mark>рождения</mark> своего,делал пир вельможам своим, тысяче начальникам и старейшинам Галилейским, -	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	3ec39506-78c5-4ee3-acc0-93d2390e44bc	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
(26:1) Псалом Давида. Господь – свет мой и спасение мое: кого мне бояться? Господь <mark>крепость</mark> жизни моей: кого мне страшиться?	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e188f2f3c32c9c45f230	4831a220-d3f8-439f-9b24-897175fdcbef	0001b4a279--6165e188f2f3c32c9c45f230	1fd52906824422aa0eb1e59dc228dee4	APPROVED
									
чтобы каждый отпустил на волю раба своего и рабу свою, <mark>Еврея</mark> и Евреянку, чтобы никто из них не держал в рабстве Иудея, брата своего.	3				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e18985949c3a610e7f5d	3b0c72b0-ae90-4490-a710-6077625fe372	0001b4a279--6165e18985949c3a610e7f5d	7a4d8e90687ed5bae506506562310ddf	APPROVED
и возвращу плен Египта, и обратно приведу их в землю Пафрос, в землю <mark>происхождения</mark> их, и там они будут царством слабым.	2				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e18985949c3a610e7f5d	743ef297-fb10-45fd-864a-ba603ea54fd6	0001b4a279--6165e18985949c3a610e7f5d	7a4d8e90687ed5bae506506562310ddf	APPROVED
И когда Моисей выходил к скинии, весь народ вставал, и становился каждый у <mark>входа</mark> в свой шатер и смотрел вслед Моисею, доколе он не входил в скинию.	1				https://toloka.yandex.ru/task/28615289/0001b4a279--6165e18985949c3a610e7f5d	80a28339-ee14-4903-a1c8-fa7b065116c2	0001b4a279--6165e18985949c3a610e7f5d	7a4d8e90687ed5bae506506562310ddf	APPROVED
