INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
На третий день, при наступлении <mark>утра</mark>, были громы и молнии, и густое облако над горою, и трубный звук весьма сильный; и вострепетал весь народ, бывший в стане.	1				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	32178de9-61eb-489e-95fd-b986cbe2bf50	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
Они остались, и оба вместе ели и пили. И сказал отец молодой <mark>женщины</mark> человеку тому: останься еще на ночь, и пусть повеселится сердце твое.	1				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	201fb31a-e273-4c25-9be8-ae4583da7440	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
Ты находился в Едеме, в саду Божием; твои одежды были украшены всякими драгоценными камнями; рубин, топаз и алмаз, хризолит, оникс, яспис, сапфир, карбункул и <mark>изумруд</mark> и золото, все, искусно усаженное у тебя в гнездышках и нанизанное на тебе, приготовлено было в день сотворения твоего.	2				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	fd150b37-497d-4722-a9da-31ca9676f2c4	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
щеки его – <mark>цветник</mark> ароматный, гряды благовонных растений; губы его – лилии, источают текучую мирру;	4				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	0ed01939-8766-4905-ade7-a08018a709c5	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
С рассветом встает убийца, умерщвляет бедного и нищего, а ночью бывает <mark>вором</mark>.	1				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	27596a64-8126-41c3-9dbd-0d8d07da1412	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
А из занимавшихся чародейством довольно многие, собрав книги свои, сожгли перед всеми, и сложили <mark>цены</mark> их, и оказалось их на пятьдесят тысяч драхм .	2				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	dee344f3-e874-4a84-86fa-462cefe221a3	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
Есть ли счет воинствам Его? и над кем не восходит <mark>свет</mark> Его?	3				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	f5847136-9c4a-4ff7-9d43-7eca2e0e79f9	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
которые препятствуют нам говорить язычникам, чтобы спаслись, и через это всегда наполняют меру грехов своих; но приближается на них гнев до <mark>конца</mark>.	1				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	c0dec2b7-4690-4831-b935-cfb224355a92	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
в чести и бесчестии, при порицаниях и похвалах: нас почитают <mark>обманщиками</mark>, но мы верны;	1				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	6d6a38d5-8774-4dac-8f47-e7fdac1a95b0	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
жилище мое снимается с места и уносится от меня, как <mark>шалаш</mark> пастушеский; я должен отрезать подобно ткачу жизнь мою; Он отрежет меня от основы; день и ночь я ждал, что Ты пошлешь мне кончину.	3				https://toloka.yandex.ru/task/28075327/0001ac653f--614b95b02172c95bc9d757ca	d8035c34-d145-4788-b197-c2c1adae5c16	0001ac653f--614b95b02172c95bc9d757ca	df751534a096b167cc9cf8db798a3bd0	APPROVED
