INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
<mark>Преисподняя</mark> обнажена пред Ним, и нет покрывала Аваддону.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	48528631-ec7e-4e04-98e2-134a76e60e92	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
<mark>Кузнец</mark> делает из железа топор и работает на угольях, молотами обделывает его и трудится над ним сильною рукою своею до того, что становится голоден и бессилен, не пьет воды и изнемогает.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	2c2e5c53-c647-4ad1-b117-4b929d030f5e	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
Когда зашло солнце и наступила тьма, вот, дым как бы из печи и <mark>пламя</mark> огня прошли между рассеченными животными.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	e5a30e47-271e-403d-89f0-84140ec1e97f	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
Если продастся тебе брат твой, <mark>Еврей</mark>, или Евреянка, то шесть лет должен он быть рабом тебе, а в седьмой год отпусти его от себя на свободу;	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	521a2708-f13b-43c2-8da9-0965dfccb749	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
Научитесь, неразумные, <mark>благоразумию</mark>, и глупые - разуму.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	7bad6050-4fa1-4565-8793-ed4a116bef15	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
Хотя Ефрем плодовит между братьями, но придет восточный ветер, поднимется ветер Господень из пустыни, и иссохнет <mark>родник</mark> его, и иссякнет источник его; он опустошит сокровищницу всех драгоценных сосудов.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	c3cb178a-0bc1-410a-b4c9-dde93576f82c	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
Начальнику хора. На струнных орудиях. Псалом Давида. (4:2) Когда я взываю, услышь меня, Боже правды моей! В тесноте Ты давал мне <mark>простор</mark>. Помилуй меня и услышь молитву мою.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	5af6c3b0-93ad-4ff2-a276-9eca94e91dcb	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
и сколько нужно – тельцов ли, или овнов и агнцев, на всесожжения Богу небесному, также пшеницы, соли, вина и <mark>масла</mark>, как скажут священники Иерусалимские, пусть будет выдаваемо им изо дня в день без задержки,	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	f8129f3d-1e15-4f61-ac55-3642a258af73	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
Между тем, когда собрались тысячи народа, так что теснили друг друга, Он начал говорить сперва ученикам Своим: берегитесь закваски фарисейской, которая есть <mark>лицемерие</mark>.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	1de6b20c-c61c-4106-a28f-cf7be4fde0d8	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
О сестре твоей Содоме и помина не было в устах твоих во дни <mark>гордыни</mark> твоей,	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fbf3181206293d4cdf7	e6511778-9fc0-4826-8e84-420e56d1218e	0001b3b5be--61630fbf3181206293d4cdf7	6ea3c7ced4c9cbaa3d8a3c7008b9cc11	APPROVED
									
<mark>Преисподняя</mark> обнажена пред Ним, и нет покрывала Аваддону.	2				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	48528631-ec7e-4e04-98e2-134a76e60e92	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
<mark>Кузнец</mark> делает из железа топор и работает на угольях, молотами обделывает его и трудится над ним сильною рукою своею до того, что становится голоден и бессилен, не пьет воды и изнемогает.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	2c2e5c53-c647-4ad1-b117-4b929d030f5e	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
Когда зашло солнце и наступила тьма, вот, дым как бы из печи и <mark>пламя</mark> огня прошли между рассеченными животными.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	e5a30e47-271e-403d-89f0-84140ec1e97f	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
Если продастся тебе брат твой, <mark>Еврей</mark>, или Евреянка, то шесть лет должен он быть рабом тебе, а в седьмой год отпусти его от себя на свободу;	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	521a2708-f13b-43c2-8da9-0965dfccb749	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
Научитесь, неразумные, <mark>благоразумию</mark>, и глупые - разуму.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	7bad6050-4fa1-4565-8793-ed4a116bef15	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
Хотя Ефрем плодовит между братьями, но придет восточный ветер, поднимется ветер Господень из пустыни, и иссохнет <mark>родник</mark> его, и иссякнет источник его; он опустошит сокровищницу всех драгоценных сосудов.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	c3cb178a-0bc1-410a-b4c9-dde93576f82c	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
Начальнику хора. На струнных орудиях. Псалом Давида. (4:2) Когда я взываю, услышь меня, Боже правды моей! В тесноте Ты давал мне <mark>простор</mark>. Помилуй меня и услышь молитву мою.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	5af6c3b0-93ad-4ff2-a276-9eca94e91dcb	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
и сколько нужно – тельцов ли, или овнов и агнцев, на всесожжения Богу небесному, также пшеницы, соли, вина и <mark>масла</mark>, как скажут священники Иерусалимские, пусть будет выдаваемо им изо дня в день без задержки,	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	f8129f3d-1e15-4f61-ac55-3642a258af73	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
Между тем, когда собрались тысячи народа, так что теснили друг друга, Он начал говорить сперва ученикам Своим: берегитесь закваски фарисейской, которая есть <mark>лицемерие</mark>.	2				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	1de6b20c-c61c-4106-a28f-cf7be4fde0d8	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
О сестре твоей Содоме и помина не было в устах твоих во дни <mark>гордыни</mark> твоей,	2				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc009ba6075229cfa6e	e6511778-9fc0-4826-8e84-420e56d1218e	0001b3b5be--61630fc009ba6075229cfa6e	e034d273a058e3c823ec061c584ebf4a	APPROVED
									
<mark>Преисподняя</mark> обнажена пред Ним, и нет покрывала Аваддону.	5				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc109ba6075229cfa73	48528631-ec7e-4e04-98e2-134a76e60e92	0001b3b5be--61630fc109ba6075229cfa73	e64365d85429fdc82d3fd1b77580d385	APPROVED
<mark>Кузнец</mark> делает из железа топор и работает на угольях, молотами обделывает его и трудится над ним сильною рукою своею до того, что становится голоден и бессилен, не пьет воды и изнемогает.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc109ba6075229cfa73	2c2e5c53-c647-4ad1-b117-4b929d030f5e	0001b3b5be--61630fc109ba6075229cfa73	e64365d85429fdc82d3fd1b77580d385	APPROVED
Когда зашло солнце и наступила тьма, вот, дым как бы из печи и <mark>пламя</mark> огня прошли между рассеченными животными.	1				https://toloka.yandex.ru/task/28554686/0001b3b5be--61630fc109ba6075229cfa73	e5a30e47-271e-403d-89f0-84140ec1e97f	0001b3b5be--61630fc109ba6075229cfa73	e64365d85429fdc82d3fd1b77580d385	APPROVED
