INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
Кто сделал бога и вылил <mark>идола</mark>, не приносящего никакой пользы?	2				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	846bd401-9c4b-425a-8381-d597133f4e79	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
И сделаю его владением ежей и <mark>болотом</mark>, и вымету его метлою истребительною, говорит Господь Саваоф.	1				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	6b8e85b7-0745-4bab-9304-0ee3fbc87fea	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
Итак, братия, выберите из <mark>среды</mark> себя семь человек изведанных, исполненных Святаго Духа и мудрости; их поставим на эту службу,	3				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	688aef62-f737-4a19-a0b0-f8540802a57e	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
(5:10) Ибо нет в устах их истины: сердце их – пагуба, гортань их – открытый гроб, <mark>языком</mark> своим льстят.	1				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	41398a48-5456-4ad0-b6a8-ded52f62e40c	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
И удалит Господь людей, и великое <mark>запустение</mark> будет на этой земле.	1				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	e938345b-520d-4c8b-a4e0-7e220cd67348	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
Люди же, шедшие с ним, стояли в <mark>оцепенении</mark>, слыша голос, а никого не видя.	1				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	d1cf1d47-f6c0-4717-b5ec-a23952c39b0f	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
Авраам встал рано утром, и взял хлеба и <mark>мех</mark> воды, и дал Агари, положив ей на плечи, и отрока, и отпустил ее. Она пошла, и заблудилась в пустыне Вирсавии;	3				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	f44dd9ed-4837-4fcf-ac0f-9e8380d82015	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
и сделай из них искусством составляющего мастикурительный <mark>состав</mark>, стертый, чистый, святый,	1				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	53aa0a74-268d-406e-a001-8c16e09a0f1f	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
И послал во все области царя <mark>письма</mark>, писанные в каждую область письменами ее и к каждому народу на языке его, чтобы всякий муж был господином в доме своем, и чтобы это было объявлено каждому на природном языке его.	1				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	66347748-9f17-467d-a7d6-69b2e9c419d1	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
Не слушайте Езекии. Ибо так говорит царь Ассирийский: примиритесь со мною и выйдите ко мне, и пусть каждый ест плоды виноградной <mark>лозы</mark> своей и смоковницы своей, и пусть каждый пьет воду из своего колодезя,	2				https://toloka.yandex.ru/task/28550623/0001b3a5df--6162dd2f762381366a668a23	29311575-0ec6-4c59-9eaa-7b19c124449d	0001b3a5df--6162dd2f762381366a668a23	713304d04e746b9737c0bb9f180a1747	APPROVED
